system:index,ash,camphor,category,crepemyrtl,id,ispalm,jacaranda,magnolia,mexfanpalm,oak,pine,place,species,sum,.geo
000200000000000127fd_0,false,false,pine,false,326145,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12033010839579,34.19684165704091]}"
000200000000000127fe_0,false,false,pine,false,326152,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13353534307235,34.19747047773979]}"
000200000000000127ff_0,false,false,pine,false,326159,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.202411211802456]}"
00020000000000012800_0,false,false,pine,false,326161,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1586881710277,34.18758900961448]}"
00020000000000012802_0,false,false,pine,false,326170,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1586881710277,34.18758900961448]}"
00020000000000012803_0,false,false,pine,false,326172,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12194707590722,34.196123004813614]}"
00020000000000012804_0,false,false,pine,false,326174,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13290652237347,34.19127210227937]}"
00020000000000012805_0,false,false,pine,false,326176,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11925213005485,34.194955194944264]}"
00020000000000012806_0,false,false,pine,false,326177,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12024027686738,34.1967518255125]}"
00020000000000012809_0,false,false,pine,false,326181,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12311488577657,34.202411211802456]}"
0002000000000001280a_0,false,false,pine,false,326184,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12536067398686,34.19684165704091]}"
0002000000000001d54d_0,false,false,pine,false,1472614,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11314358612285,34.19082294463731]}"
0002000000000001d54f_0,false,false,pine,false,1472621,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12967258735064,34.191092439222544]}"
0002000000000001d55c_0,false,false,pine,false,1472645,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.15177114333999,34.19333822743285]}"
0002000000000001eec3_0,false,false,pine,false,1509244,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13308618543029,34.194236542716965]}"
0002000000000001f025_0,false,false,pine,false,1510764,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12024027686738,34.1967518255125]}"
0002000000000001f026_0,false,false,pine,false,1510765,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12024027686738,34.1967518255125]}"
00020000000000020af5_0,false,false,pine,false,1543710,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13524214211218,34.20609430446734]}"
00020000000000020af6_0,false,false,pine,false,1543712,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.15177114333999,34.19333822743285]}"
00020000000000020ce2_0,false,false,pine,false,1546813,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14153034910102,34.198009466910264]}"
00020000000000020ce3_0,false,false,pine,false,1546816,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12554033704369,34.18579237904624]}"
00020000000000020ce4_0,false,false,pine,false,1546818,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13263702778823,34.204477336955925]}"
00020000000000020ce5_0,false,false,pine,false,1546819,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13380483765759,34.18705002044401]}"
00020000000000023190_0,false,false,pine,false,1601564,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11332324917966,34.18884665101225]}"
00020000000000023191_0,false,false,pine,false,1601566,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1173656679582,34.18785850419972]}"
00020000000000023192_0,false,false,pine,false,1601567,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1173656679582,34.187768672671304]}"
00020000000000023193_0,false,false,pine,false,1601568,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11332324917966,34.188756819483835]}"
0002000000000002319f_0,false,false,pine,false,1601660,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12967258735064,34.19118227075096]}"
000200000000000231a0_0,false,false,pine,false,1601665,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12059960298103,34.19657216245567]}"
00020000000000023ef7_0,false,false,pine,false,1191341,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12113859215151,34.19037378699525]}"
0002000000000002a181_0,false,false,pine,false,1319748,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11943179311167,34.1914517653362]}"
0002000000000002af23_0,false,false,pine,false,1331500,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12059960298103,34.19657216245567]}"
0002000000000002e08e_0,false,false,pine,false,1389961,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1256301685721,34.18579237904624]}"
0002000000000002fd8c_0,false,false,pine,false,1427360,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12329454883339,34.2005247497058]}"
0002000000000002fd8d_0,false,false,pine,false,1427362,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14153034910102,34.19809929843868]}"
00020000000000030576_0,false,false,pine,false,1438720,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14530327329432,34.199267108308035]}"
00020000000000030577_0,false,false,pine,false,1438744,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12464202175957,34.19720098315456]}"
00020000000000030578_0,false,false,pine,false,1438749,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12113859215151,34.19773997232503]}"
00020000000000030579_0,false,false,pine,false,1438751,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14350664272608,34.20268070638769]}"
0002000000000003057a_0,false,false,pine,false,1438753,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12976241887905,34.20007559206374]}"
0002000000000003057b_0,false,false,pine,false,1438754,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14350664272608,34.2027705379161]}"
0002000000000004e688_0,false,false,pine,false,1152107,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11395206987855,34.18597204210307]}"
0002000000000004e68a_0,false,false,pine,false,1152118,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12616915774257,34.1929789013192]}"
0002000000000004e68b_0,false,false,pine,false,1152119,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13335568001553,34.18705002044401]}"
0002000000000004e68c_0,false,false,pine,false,1152120,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13227770167458,34.1967518255125]}"
0002000000000004e68d_0,false,false,pine,false,1152121,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.15401693155027,34.19100260769414]}"
0002000000000004e68e_0,false,false,pine,false,1152151,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.15177114333999,34.19333822743285]}"
0002000000000004e68f_0,false,false,pine,false,1152153,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12616915774257,34.19747047773979]}"
0002000000000004e691_0,false,false,pine,false,1152166,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14278799049879,34.20699261975146]}"
0002000000000004e692_0,false,false,pine,false,1152168,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11305375459443,34.19082294463731]}"
0002000000000004e693_0,false,false,pine,false,1152169,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14054220228849,34.19369755354649]}"
0002000000000004e695_0,false,false,pine,false,1152171,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1519508063968,34.19306873284761]}"
0002000000000004e696_0,false,false,pine,false,1152172,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11314358612285,34.19082294463731]}"
0002000000000004e697_0,false,false,pine,false,1152181,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13066073416317,34.202141717217216]}"
0002000000000004e794_0,false,false,pine,false,1154066,False,false,False,False,False,True,Los Angeles County,Cnry Islnd Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12554033704369,34.19648233092726]}"
00020000000000004ddc_0,false,false,pine,false,131367,False,false,False,False,False,True,Los Angeles County,Coulter Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12688780996987,34.19980609747851]}"
00020000000000004ddd_0,false,false,pine,false,131372,False,false,False,False,False,True,Los Angeles County,Coulter Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11476055363426,34.1862415366883]}"
00020000000000004de3_0,false,false,pine,false,131390,False,false,False,False,False,True,Los Angeles County,Coulter Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13407433224282,34.188756819483835]}"
00020000000000004de4_0,false,false,pine,false,131391,False,false,False,False,False,True,Los Angeles County,Coulter Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.15590339364692,34.19261957520555]}"
00020000000000004de5_0,false,false,pine,false,131394,False,false,False,False,False,True,Los Angeles County,Coulter Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13605062586788,34.19531452105791]}"
00020000000000004de6_0,false,false,pine,false,131395,False,false,False,False,False,True,Los Angeles County,Coulter Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12059960298103,34.18579237904624]}"
00020000000000004de7_0,false,false,pine,false,131397,False,false,False,False,False,True,Los Angeles County,Coulter Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1473693984478,34.20744177739352]}"
00020000000000004de8_0,false,false,pine,false,131401,False,false,False,False,False,True,Los Angeles County,Coulter Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14171001215784,34.20627396752417]}"
00020000000000004de9_0,false,false,pine,false,131407,False,false,False,False,False,True,Los Angeles County,Coulter Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.11889280394121,34.195673847171555]}"
00020000000000004dea_0,false,false,pine,false,131409,False,false,False,False,False,True,Los Angeles County,Coulter Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13605062586788,34.19531452105791]}"
00020000000000004deb_0,false,false,pine,false,131412,False,false,False,False,False,True,Los Angeles County,Coulter Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13569129975424,34.2065434621094]}"
00020000000000004dec_0,false,false,pine,false,131413,False,false,False,False,False,True,Los Angeles County,Coulter Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.133894669186,34.18866698795542]}"
00020000000000004dee_0,false,false,pine,false,131419,False,false,False,False,False,True,Los Angeles County,Coulter Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13102006027682,34.19863828760915]}"
000200000000000231ab_0,false,false,pine,false,1601712,False,false,False,False,False,True,Los Angeles County,Coulter Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13578113128266,34.20627396752417]}"
000200000000000231ad_0,false,false,pine,false,1601715,False,false,False,False,False,True,Los Angeles County,Coulter Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12724713608351,34.19998576053533]}"
00020000000000000000_0,false,false,pine,false,150,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.190194123938426]}"
00020000000000000001_0,false,false,pine,false,151,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.19028395546684]}"
00020000000000000004_0,false,false,pine,false,154,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13326584848711,34.18408558000642]}"
00020000000000000006_0,false,false,pine,false,168,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13362517460077,34.19666199398409]}"
0002000000000000085b_0,false,false,pine,false,13603,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14449478953861,34.2050163261264]}"
0002000000000000085c_0,false,false,pine,false,13604,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1444049580102,34.204926494597984]}"
0002000000000000085d_0,false,false,pine,false,13605,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14422529495337,34.204926494597984]}"
00020000000000000cf4_0,false,false,pine,false,23267,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12428269564592,34.19809929843868]}"
00020000000000000cf5_0,false,false,pine,false,23268,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13344551154394,34.184175411534824]}"
00020000000000000cf7_0,false,false,pine,false,23270,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12428269564592,34.19818912996709]}"
00020000000000000cfa_0,false,false,pine,false,23273,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13443365835647,34.19693148856933]}"
00020000000000001d38_0,false,false,pine,false,53496,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13443365835647,34.19693148856933]}"
00020000000000001d3b_0,false,false,pine,false,53499,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13362517460077,34.19666199398409]}"
0002000000000000214b_0,false,false,pine,false,60673,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13452348988488,34.19693148856933]}"
00020000000000004144_0,false,false,pine,false,114584,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13362517460077,34.19666199398409]}"
00020000000000004145_0,false,false,pine,false,114585,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.190194123938426]}"
00020000000000004690_0,false,false,pine,false,120131,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1533881108514,34.195224689529496]}"
00020000000000004693_0,false,false,pine,false,120134,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14943552360127,34.19845862455232]}"
000200000000000046a0_0,false,false,pine,false,120277,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1204199399242,34.19181109144984]}"
000200000000000046a3_0,false,false,pine,false,120319,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13569129975424,34.20366885320022]}"
000200000000000046a8_0,false,false,pine,false,120325,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13407433224282,34.18435507459165]}"
000200000000000046ab_0,false,false,pine,false,120329,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.19010429241001]}"
000200000000000046ad_0,false,false,pine,false,120331,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12850477748128,34.18866698795542]}"
000200000000000046af_0,false,false,pine,false,120333,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1241928641175,34.19809929843868]}"
000200000000000046b0_0,false,false,pine,false,120334,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12428269564592,34.19809929843868]}"
000200000000000046b3_0,false,false,pine,false,120338,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12850477748128,34.18866698795542]}"
000200000000000046b9_0,false,false,pine,false,120346,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13452348988488,34.19693148856933]}"
000200000000000046bb_0,false,false,pine,false,120348,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13362517460077,34.19666199398409]}"
000200000000000046bf_0,false,false,pine,false,120356,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.19010429241001]}"
000200000000000046c2_0,false,false,pine,false,120359,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14305748508401,34.2012434019331]}"
000200000000000046c3_0,false,false,pine,false,120360,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13362517460077,34.184175411534824]}"
000200000000000046c6_0,false,false,pine,false,120363,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12446235870274,34.183995748478004]}"
0002000000000000473e_0,false,false,pine,false,120687,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12428269564592,34.198009466910264]}"
00020000000000004740_0,false,false,pine,false,120689,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12275555966292,34.183995748478004]}"
00020000000000004742_0,false,false,pine,false,120694,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12284539119133,34.183995748478004]}"
00020000000000004743_0,false,false,pine,false,120695,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12823528289604,34.19818912996709]}"
00020000000000004746_0,false,false,pine,false,120700,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13371500612918,34.19666199398409]}"
0002000000000000474d_0,false,false,pine,false,120709,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13371500612918,34.19666199398409]}"
00020000000000004da0_0,false,false,pine,false,130567,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12437252717433,34.183995748478004]}"
00020000000000004da1_0,false,false,pine,false,130568,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13443365835647,34.19693148856933]}"
00020000000000004da2_0,false,false,pine,false,130570,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13811675102136,34.183726253892765]}"
00020000000000004da4_0,false,false,pine,false,130572,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1241928641175,34.198009466910264]}"
00020000000000004da6_0,false,false,pine,false,130574,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.19010429241001]}"
0002000000000000ba63_0,false,false,pine,false,223486,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.19028395546684]}"
00020000000000010664_0,false,false,pine,false,288720,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.190194123938426]}"
00020000000000010666_0,false,false,pine,false,288722,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1346133214133,34.19702132009773]}"
00020000000000010667_0,false,false,pine,false,288724,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13452348988488,34.19693148856933]}"
00020000000000010668_0,false,false,pine,false,288727,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13452348988488,34.19693148856933]}"
00020000000000010669_0,false,false,pine,false,288728,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13452348988488,34.19693148856933]}"
00020000000000010678_0,false,false,pine,false,288755,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13371500612918,34.1967518255125]}"
00020000000000010679_0,false,false,pine,false,288757,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13371500612918,34.19666199398409]}"
0002000000000001067b_0,false,false,pine,false,288761,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1452134417659,34.19630266787044]}"
0002000000000001067c_0,false,false,pine,false,288762,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14530327329432,34.19630266787044]}"
00020000000000011f8c_0,false,false,pine,false,312158,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14449478953861,34.205195989183224]}"
00020000000000011f8d_0,false,false,pine,false,312159,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14449478953861,34.20510615765481]}"
000200000000000121ac_0,false,false,pine,false,318376,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13335568001553,34.18408558000642]}"
000200000000000121ae_0,false,false,pine,false,318378,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13658961503836,34.192080586035075]}"
000200000000000121af_0,false,false,pine,false,318379,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12320471730497,34.19028395546684]}"
000200000000000121b0_0,false,false,pine,false,318380,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12383353800386,34.183995748478004]}"
000200000000000121b1_0,false,false,pine,false,318381,False,false,False,False,False,True,Los Angeles County,Fern Pine,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12392336953228,34.183995748478004]}"
000200000000000121b2_0,false,false,pine,false,318382,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.14135068604419,34.193787385074906]}"
000200000000000121e0_0,false,false,pine,false,318529,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12302505424816,34.183995748478004]}"
00020000000000012203_0,false,false,pine,false,318813,False,false,False,False,False,True,Los Angeles County,Fern Pine,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12284539119133,34.183995748478004]}"
00020000000000012217_0,false,false,pine,false,318896,False,false,False,False,False,True,Los Angeles County,Fern Pine,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13371500612918,34.19666199398409]}"
00020000000000012218_0,false,false,pine,false,318897,False,false,False,False,False,True,Los Angeles County,Fern Pine,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.1346133214133,34.19693148856933]}"
0002000000000001221a_0,false,false,pine,false,318902,False,false,False,False,False,True,Los Angeles County,Fern Pine,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.13380483765759,34.18426524306324]}"
